n,density,beam_width,avg_objective,std_objective,avg time (s),num_instances,gurobi_limit_hits,avg gap (%),std gap,success_rate (%),max_gap (%),instances_with_opt
10,0.5,1,15.866666666666667,11.098748678216936,0.0015625,30,0.0,0.6734006734006733,2.53309668334061,93.33333333333331,11.11111111111111,30.0
10,0.5,2,15.933333333333334,11.129340601411307,0.0020833333333333,30,0.0,0.3703703703703703,1.9945054841238905,96.66666666666669,11.11111111111111,30.0
10,0.5,3,15.933333333333334,11.129340601411307,0.003125,30,0.0,0.3703703703703703,1.9945054841238905,96.66666666666669,11.11111111111111,30.0
10,0.5,5,16.0,11.135528725660045,0.0046875,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.5,10,16.0,11.135528725660045,0.0046875,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.5,20,16.0,11.135528725660045,0.009375,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.75,1,22.133333333333333,15.831894671481644,0.0015625,30,0.0,0.1666666666666666,0.8975274678557507,96.66666666666669,5.0,30.0
10,0.75,2,22.2,15.902620329157498,0.0041666666666666,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.75,3,22.2,15.902620329157498,0.0041666666666666,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.75,5,22.2,15.902620329157498,0.0036458333333333,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.75,10,22.2,15.902620329157498,0.0052083333333333,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.75,20,22.2,15.902620329157498,0.0109375,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,1,22.33333333333333,17.088657706859898,0.0015625,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,2,22.33333333333333,17.088657706859898,0.0015625,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,3,22.33333333333333,17.088657706859898,0.0036458333333333,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,5,22.33333333333333,17.088657706859898,0.003125,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,10,22.33333333333333,17.088657706859898,0.00625,30,0.0,0.0,0.0,100.0,0.0,30.0
10,0.9,20,22.33333333333333,17.088657706859898,0.009375,30,0.0,0.0,0.0,100.0,0.0,30.0
25,0.5,1,115.93333333333334,76.31947472449102,0.0078125,30,0.0,0.9336268248362316,1.708583177423483,73.33333333333333,5.2631578947368425,30.0
25,0.5,2,116.2,76.1583438195273,0.0130208333333333,30,0.0,0.485966006122781,1.2326209846988592,83.33333333333334,5.2631578947368425,30.0
25,0.5,3,116.33333333333331,76.07729987030005,0.015625,30,0.0,0.2467482809588072,0.6594161378511261,86.66666666666667,2.5641025641025643,30.0
25,0.5,5,116.53333333333332,76.02268667239332,0.021875,30,0.0,0.0350877192982456,0.1889531511275264,96.66666666666669,1.0526315789473684,30.0
25,0.5,10,116.6,76.08617920927996,0.046875,30,0.0,0.0,0.0,100.0,0.0,30.0
25,0.5,20,116.6,76.08617920927996,0.1036458333333333,30,0.0,0.0,0.0,100.0,0.0,30.0
25,0.75,1,140.66666666666666,104.87368063002694,0.0052083333333333,30,0.0,0.2724653946876169,0.6270475461297982,83.33333333333334,2.272727272727273,30.0
25,0.75,2,140.86666666666667,104.8575965562608,0.0130208333333333,30,0.0,0.1111111111111111,0.415739709641549,93.33333333333331,1.6666666666666667,30.0
25,0.75,3,140.86666666666667,104.8575965562608,0.0166666666666666,30,0.0,0.1111111111111111,0.415739709641549,93.33333333333331,1.6666666666666667,30.0
25,0.75,5,140.86666666666667,104.838521334267,0.034375,30,0.0,0.1,0.3766322501484064,93.33333333333331,1.6666666666666667,30.0
25,0.75,10,141.0,104.82970316979184,0.0609375,30,0.0,0.0,0.0,100.0,0.0,30.0
