n,instance_id,base_bw,buffer_pct,test_bw,optimal,fl_dp_obj,fl_final_obj,fl_time_dp,fl_time_ls,fl_time_total,fl_ls_iters,fl_unique_optima,success
600,15,126,0.06,134,552,484.0,552,187.140625,9.125,196.265625,17.440298507462686,69,1
600,16,126,0.06,134,552,508.0,552,183.625,7.734375,191.359375,14.052238805970148,68,1
600,17,126,0.06,134,552,552.0,552,181.578125,7.75,189.328125,11.35820895522388,65,1
600,18,126,0.06,134,552,472.0,478,182.59375,6.578125,189.171875,9.507462686567164,94,0
600,19,126,0.06,134,552,470.0,552,180.796875,6.671875,187.46875,9.455223880597014,87,1
600,20,126,0.06,134,552,544.0,552,180.03125,6.78125,186.8125,9.85820895522388,67,1
600,21,126,0.06,134,552,520.0,552,181.28125,8.53125,189.8125,12.223880597014926,68,1
600,22,126,0.06,134,552,524.0,552,178.875,10.359375,189.234375,13.791044776119403,65,1
600,23,126,0.06,134,552,536.0,552,180.390625,7.03125,187.421875,11.552238805970148,65,1
600,24,126,0.06,134,552,540.0,552,180.140625,8.15625,188.296875,12.791044776119403,59,1
600,25,126,0.06,134,552,466.0,552,196.59375,7.015625,203.609375,8.82089552238806,98,1
600,26,126,0.06,134,552,486.0,552,189.0625,7.265625,196.328125,10.26865671641791,90,1
600,27,126,0.06,134,552,470.0,552,192.640625,6.953125,199.59375,9.649253731343284,102,1
600,28,126,0.06,134,552,552.0,552,180.53125,7.046875,187.578125,9.507462686567164,68,1
600,29,126,0.06,134,552,530.0,552,184.65625,10.234375,194.890625,13.029850746268657,65,1
300,0,169,0.08,183,272,246.0,272,99.78125,2.625,102.40625,7.114754098360656,112,1
300,1,169,0.08,183,272,266.0,272,99.046875,2.671875,101.71875,8.628415300546449,88,1
300,2,169,0.08,183,272,256.0,272,105.84375,3.015625,108.859375,9.765027322404372,85,1
300,3,169,0.08,183,272,260.0,270,103.28125,3.453125,106.734375,9.289617486338798,91,0
300,4,169,0.08,183,272,272.0,272,106.65625,3.015625,109.671875,7.8469945355191255,90,1
300,5,169,0.08,183,272,246.0,272,127.171875,3.046875,130.21875,8.092896174863387,122,1
300,6,169,0.08,183,272,248.0,252,106.453125,2.5625,109.015625,7.66120218579235,116,0
300,7,169,0.08,183,272,252.0,272,113.703125,4.4375,118.140625,11.655737704918034,94,1
300,8,169,0.08,183,272,248.0,272,123.796875,2.953125,126.75,8.081967213114755,101,1
300,9,169,0.08,183,272,272.0,272,120.609375,4.46875,125.078125,7.868852459016393,93,1
300,10,169,0.08,183,272,262.0,272,114.453125,2.578125,117.03125,8.398907103825136,91,1
300,11,169,0.08,183,272,248.0,272,111.015625,2.75,113.765625,7.327868852459017,134,1
300,12,169,0.08,183,272,250.0,272,112.53125,3.96875,116.5,10.710382513661202,96,1
300,13,169,0.08,183,272,272.0,272,106.921875,2.90625,109.828125,8.147540983606557,91,1
300,14,169,0.08,183,272,244.0,272,111.90625,2.796875,114.703125,8.169398907103826,132,1
300,15,169,0.08,183,272,272.0,272,128.953125,4.625,133.578125,8.519125683060109,83,1
300,16,169,0.08,183,272,242.0,272,106.90625,2.40625,109.3125,7.584699453551913,126,1
300,17,169,0.08,183,272,264.0,272,104.96875,2.765625,107.734375,8.743169398907105,89,1
300,18,169,0.08,183,272,272.0,272,101.9375,2.84375,104.78125,7.360655737704918,91,1
300,19,169,0.08,183,272,258.0,272,121.453125,3.640625,125.09375,9.524590163934427,93,1
300,20,169,0.08,183,272,264.0,272,133.96875,3.78125,137.75,9.05464480874317,91,1
300,21,169,0.08,183,272,260.0,272,125.21875,3.890625,129.109375,9.53551912568306,91,1
300,22,169,0.08,183,272,272.0,272,103.34375,2.71875,106.0625,8.163934426229508,89,1
300,23,169,0.08,183,272,244.0,272,97.8125,2.359375,100.171875,7.26775956284153,122,1
300,24,169,0.08,183,272,244.0,272,98.265625,2.640625,100.90625,7.53551912568306,110,1
300,25,169,0.08,183,272,244.0,272,115.0,3.296875,118.296875,7.978142076502732,120,1
300,26,169,0.08,183,272,256.0,272,103.921875,3.5,107.421875,9.868852459016393,92,1
300,27,169,0.08,183,272,272.0,272,99.96875,2.53125,102.5,7.825136612021858,91,1
300,28,169,0.08,183,272,272.0,272,97.390625,2.671875,100.0625,8.03825136612022,90,1
300,29,169,0.08,183,272,250.0,272,99.390625,2.75,102.140625,7.73224043715847,119,1
400,0,93,0.08,100,380,336.0,380,57.8125,2.125,59.9375,7.26,67,1
400,1,93,0.08,100,380,348.0,380,56.46875,4.21875,60.6875,12.4,48,1
400,2,93,0.08,100,380,350.0,380,57.015625,3.453125,60.46875,11.91,48,1
400,3,93,0.08,100,380,360.0,380,58.765625,3.03125,61.796875,9.73,49,1
400,4,93,0.08,100,380,364.0,380,55.875,3.03125,58.90625,10.86,48,1
400,5,93,0.08,100,380,380.0,380,58.3125,2.5625,60.875,8.37,49,1
400,6,93,0.08,100,380,354.0,380,59.6875,3.09375,62.78125,11.9,48,1
400,7,93,0.08,100,380,348.0,380,55.53125,3.4375,58.96875,11.51,53,1
400,8,93,0.08,100,380,352.0,380,57.703125,4.296875,62.0,10.84,50,1
400,9,93,0.08,100,380,374.0,380,56.671875,2.96875,59.640625,10.43,44,1
400,10,93,0.08,100,380,366.0,380,54.921875,2.921875,57.84375,9.44,48,1
400,11,93,0.08,100,380,366.0,380,59.078125,2.875,61.953125,9.39,47,1
400,12,93,0.08,100,380,330.0,380,56.640625,2.421875,59.0625,8.22,69,1
400,13,93,0.08,100,380,380.0,380,58.09375,2.484375,60.578125,7.86,50,1
400,14,93,0.08,100,380,338.0,380,55.609375,3.828125,59.4375,13.92,54,1
400,15,93,0.08,100,380,338.0,380,58.84375,3.40625,62.25,11.19,58,1
400,16,93,0.08,100,380,334.0,380,57.90625,2.4375,60.34375,7.19,93,1
400,17,93,0.08,100,380,362.0,380,61.984375,3.234375,65.21875,9.97,51,1
400,18,93,0.08,100,380,352.0,380,58.21875,3.25,61.46875,10.28,50,1
400,19,93,0.08,100,380,338.0,380,58.890625,2.921875,61.8125,9.21,68,1
400,20,93,0.08,100,380,336.0,380,58.1875,2.609375,60.796875,8.27,71,1
400,21,93,0.08,100,380,330.0,380,54.28125,3.703125,57.984375,9.75,71,1
400,22,93,0.08,100,380,354.0,380,54.15625,3.21875,57.375,11.55,50,1
400,23,93,0.08,100,380,338.0,380,53.734375,2.75,56.484375,8.44,56,1
400,24,93,0.08,100,380,332.0,340,54.6875,2.78125,57.46875,8.88,71,0
400,25,93,0.08,100,380,334.0,380,56.0625,2.421875,58.484375,8.93,74,1
400,26,93,0.08,100,380,366.0,380,53.390625,2.921875,56.3125,10.44,49,1
400,27,93,0.08,100,380,338.0,380,53.046875,2.109375,55.15625,7.77,89,1
400,28,93,0.08,100,380,354.0,380,53.25,3.28125,56.53125,10.45,49,1
400,29,93,0.08,100,380,364.0,380,54.234375,2.671875,56.90625,9.89,47,1
500,0,105,0.08,113,462,396.0,408,96.625,3.828125,100.453125,8.530973451327434,83,0
500,1,105,0.08,113,462,446.0,462,94.859375,3.921875,98.78125,10.256637168141593,56,1
500,2,105,0.08,113,462,392.0,462,97.671875,4.09375,101.765625,9.725663716814159,75,1
500,3,105,0.08,113,462,404.0,404,95.0,3.171875,98.171875,7.415929203539823,87,0
500,4,105,0.08,113,462,444.0,462,92.90625,3.921875,96.828125,9.380530973451327,58,1
500,5,105,0.08,113,462,400.0,462,96.59375,3.59375,100.1875,8.849557522123893,74,1
500,6,105,0.08,113,462,404.0,462,95.65625,4.078125,99.734375,9.513274336283185,63,1
500,7,105,0.08,113,462,434.0,462,95.46875,4.671875,100.140625,11.946902654867257,57,1
500,8,105,0.08,113,462,396.0,408,97.390625,3.75,101.140625,9.150442477876107,81,0
500,9,105,0.08,113,462,418.0,462,98.640625,6.453125,105.09375,15.823008849557523,53,1
500,10,105,0.08,113,462,396.0,462,94.3125,3.859375,98.171875,9.079646017699115,67,1
500,11,105,0.08,113,462,448.0,462,93.515625,4.546875,98.0625,9.79646017699115,56,1
500,12,105,0.08,113,462,462.0,462,94.375,3.8125,98.1875,9.442477876106194,53,1
500,13,105,0.08,113,462,394.0,462,93.078125,4.515625,97.59375,9.716814159292035,82,1
500,14,105,0.08,113,462,400.0,462,93.40625,3.609375,97.015625,8.699115044247788,82,1
500,15,105,0.08,113,462,462.0,462,94.90625,3.703125,98.609375,9.823008849557523,57,1
500,16,105,0.08,113,462,400.0,462,94.28125,4.0,98.28125,9.20353982300885,74,1
500,17,105,0.08,113,462,400.0,462,94.203125,3.4375,97.640625,8.442477876106194,73,1
500,18,105,0.08,113,462,402.0,462,95.09375,3.734375,98.828125,8.91150442477876,73,1
500,19,105,0.08,113,462,462.0,462,92.90625,3.796875,96.703125,8.831858407079647,57,1
500,20,105,0.08,113,462,444.0,462,94.34375,4.71875,99.0625,11.079646017699115,56,1
500,21,105,0.08,113,462,398.0,462,94.3125,3.671875,97.984375,9.212389380530974,94,1
500,22,105,0.08,113,462,400.0,462,94.109375,3.34375,97.453125,7.876106194690266,72,1
500,23,105,0.08,113,462,400.0,462,93.328125,3.390625,96.71875,8.47787610619469,84,1
500,24,105,0.08,113,462,440.0,462,93.953125,4.609375,98.5625,11.716814159292035,56,1
500,25,105,0.08,113,462,462.0,462,93.390625,3.875,97.265625,9.504424778761061,55,1
500,26,105,0.08,113,462,400.0,462,93.765625,3.671875,97.4375,9.247787610619469,82,1
500,27,105,0.08,113,462,444.0,462,96.9375,5.15625,102.09375,11.663716814159292,55,1
500,28,105,0.08,113,462,402.0,462,97.328125,7.984375,105.3125,18.451327433628318,55,1
500,29,105,0.08,113,462,422.0,462,95.453125,4.609375,100.0625,12.283185840707965,56,1
600,0,126,0.08,136,552,526.0,552,175.0625,7.953125,183.015625,13.110294117647058,60,1
600,1,126,0.08,136,552,514.0,552,174.375,8.875,183.25,15.066176470588236,66,1
600,2,126,0.08,136,552,552.0,552,174.953125,6.375,181.328125,10.654411764705882,65,1
600,3,126,0.08,136,552,470.0,552,175.21875,6.265625,181.484375,9.904411764705882,91,1
600,4,126,0.08,136,552,476.0,552,176.265625,6.296875,182.5625,10.411764705882353,79,1
600,5,126,0.08,136,552,530.0,552,174.3125,7.640625,181.953125,11.727941176470589,65,1
600,6,126,0.08,136,552,468.0,552,175.265625,6.53125,181.796875,9.786764705882353,95,1
600,7,126,0.08,136,552,474.0,552,175.0,6.203125,181.203125,9.397058823529411,85,1
600,8,126,0.08,136,552,516.0,552,176.03125,9.328125,185.359375,13.948529411764707,68,1
600,9,126,0.08,136,552,476.0,552,174.921875,6.375,181.296875,9.308823529411764,79,1
600,10,126,0.08,136,552,514.0,552,173.40625,8.203125,181.609375,13.551470588235293,69,1
600,11,126,0.08,136,552,478.0,552,173.546875,6.46875,180.015625,9.911764705882353,85,1
600,12,126,0.08,136,552,474.0,552,174.375,6.34375,180.71875,9.316176470588236,91,1
600,13,126,0.08,136,552,464.0,552,174.984375,6.984375,181.96875,10.639705882352942,86,1
600,14,126,0.08,136,552,472.0,552,175.3125,9.59375,184.90625,13.720588235294118,76,1
600,15,126,0.08,136,552,484.0,552,174.140625,9.015625,183.15625,17.830882352941178,68,1
600,16,126,0.08,136,552,508.0,552,175.15625,8.421875,183.578125,15.602941176470589,69,1
600,17,126,0.08,136,552,552.0,552,172.90625,6.65625,179.5625,10.904411764705882,63,1
600,18,126,0.08,136,552,472.0,552,182.046875,6.515625,188.5625,9.448529411764707,95,1
600,19,126,0.08,136,552,470.0,552,175.375,6.046875,181.421875,9.066176470588236,91,1
600,20,126,0.08,136,552,544.0,552,173.46875,6.90625,180.375,10.823529411764707,65,1
600,21,126,0.08,136,552,520.0,552,173.53125,8.375,181.90625,12.433823529411764,67,1
600,22,126,0.08,136,552,518.0,552,173.75,8.4375,182.1875,13.544117647058824,67,1
600,23,126,0.08,136,552,538.0,552,176.09375,7.140625,183.234375,11.301470588235293,63,1
600,24,126,0.08,136,552,540.0,552,174.359375,7.53125,181.890625,11.963235294117647,61,1
600,25,126,0.08,136,552,466.0,552,174.984375,5.953125,180.9375,9.5,94,1
600,26,126,0.08,136,552,486.0,552,173.890625,7.203125,181.09375,10.580882352941176,91,1
600,27,126,0.08,136,552,468.0,552,175.09375,5.75,180.84375,8.522058823529411,109,1
600,28,126,0.08,136,552,552.0,552,174.875,6.46875,181.34375,9.477941176470589,68,1
600,29,126,0.08,136,552,530.0,552,175.203125,8.75,183.953125,12.683823529411764,68,1
