n,beam_width,avg_gap (%),std_gap,success_rate (%),avg_time (s),max_gap (%)
400,35,1.8596491228070178,4.163627700626516,83.33333333333334,17.197395833333335,11.578947368421053
400,40,1.4561403508771928,3.7133766166656375,86.66666666666667,20.561458333333334,11.052631578947368
400,50,1.105263157894737,3.318573044921311,90.0,28.316145833333334,11.578947368421053
400,60,1.4035087719298247,3.580838853457253,86.66666666666667,35.235416666666666,11.052631578947368
400,75,0.3684210526315789,1.9840080868390277,96.66666666666667,47.978125,11.052631578947368
400,85,1.0350877192982457,3.1062541782677986,90.0,58.333333333333336,10.526315789473685
400,100,0.3333333333333333,1.7950549357115013,96.66666666666667,73.50104166666667,10.0
400,110,0.7368421052631579,2.757010706043957,93.33333333333333,84.38333333333334,11.052631578947368
400,125,0.0,0.0,100.0,104.36979166666667,0.0
400,150,0.7017543859649124,2.6257244819466257,93.33333333333333,144.465625,10.526315789473685
400,175,0.40350877192982454,2.1729612379665535,96.66666666666667,178.8734375,12.105263157894736
400,200,1.0526315789473686,3.1608173610093893,90.0,223.56041666666667,11.052631578947368
400,225,0.0,0.0,100.0,273.453125,0.0
400,250,0.3508771929824562,1.8895315112752646,96.66666666666667,331.421875,10.526315789473685
400,275,0.0,0.0,100.0,374.134375,0.0
400,300,0.6140350877192982,2.2985134436146053,93.33333333333333,437.40520833333335,9.473684210526315
500,1,12.366522366522364,5.012036552330368,13.333333333333334,2.605208333333333,16.450216450216452
500,2,10.663780663780665,5.988525530290423,23.333333333333332,2.9921875,16.017316017316016
500,3,9.292929292929294,6.127983882969617,30.0,3.2744791666666666,15.151515151515152
500,5,5.844155844155845,6.717400330588409,56.666666666666664,3.7875,15.584415584415584
500,10,5.2525252525252535,6.444968504717189,60.0,7.577083333333333,13.852813852813853
500,25,3.405483405483406,5.655093014418243,73.33333333333333,18.272395833333334,13.41991341991342
500,35,2.0923520923520926,4.6893106682909265,83.33333333333334,25.975520833333334,13.852813852813853
500,40,3.607503607503608,5.517098581566501,70.0,31.155729166666667,12.987012987012987
500,50,1.9624819624819625,4.404441324593547,83.33333333333334,42.626041666666666,12.987012987012987
500,60,2.106782106782107,4.724678489035136,83.33333333333334,52.780208333333334,13.852813852813853
500,75,2.7417027417027415,4.979086881807502,76.66666666666667,70.99895833333333,12.554112554112555
500,85,1.9769119769119774,4.441093356314488,83.33333333333334,86.1890625,12.987012987012987
500,100,1.2554112554112555,3.777826281716585,90.0,108.31875,13.41991341991342
