inst_type,n,density,instance_id,beam_width,optimal,fn_dp_obj,fn_final_obj,fn_time_dp,fn_time_ls,fn_time_total,fn_ls_iters,fl_dp_obj,fl_final_obj,fl_time_dp,fl_time_ls,fl_time_total,fl_ls_iters,fl_unique_optima
Hidden_Clique,60,0.0,27,33,42.0,42.0,42.0,0.28125,0.015625,0.296875,7.0,42.0,42.0,0.3125,0.03125,0.34375,2.696969696969697,27.0
Hidden_Clique,60,0.0,28,33,42.0,42.0,42.0,0.296875,0.0,0.296875,7.0,42.0,42.0,0.25,0.015625,0.265625,2.4242424242424243,24.0
Hidden_Clique,60,0.0,29,33,42.0,42.0,42.0,0.296875,0.015625,0.3125,7.0,42.0,42.0,0.328125,0.03125,0.359375,2.636363636363636,22.0
Hidden_Clique,75,0.0,0,47,56.0,56.0,56.0,0.671875,0.015625,0.6875,8.0,56.0,56.0,0.921875,0.046875,0.96875,2.9148936170212765,43.0
Hidden_Clique,75,0.0,1,47,56.0,56.0,56.0,0.625,0.015625,0.640625,8.0,56.0,56.0,0.71875,0.046875,0.765625,3.021276595744681,30.0
Hidden_Clique,75,0.0,2,47,56.0,56.0,56.0,0.65625,0.015625,0.671875,8.0,56.0,56.0,0.703125,0.046875,0.75,2.74468085106383,47.0
Hidden_Clique,75,0.0,3,47,56.0,56.0,56.0,0.625,0.015625,0.640625,8.0,56.0,56.0,0.75,0.046875,0.796875,2.723404255319149,39.0
Hidden_Clique,75,0.0,4,47,56.0,56.0,56.0,0.640625,0.03125,0.671875,8.0,56.0,56.0,0.90625,0.0625,0.96875,2.702127659574468,47.0
Hidden_Clique,75,0.0,5,47,56.0,56.0,56.0,0.875,0.03125,0.90625,8.0,56.0,56.0,0.78125,0.046875,0.828125,3.25531914893617,30.0
Hidden_Clique,75,0.0,6,47,56.0,56.0,56.0,0.640625,0.03125,0.671875,8.0,56.0,56.0,0.734375,0.046875,0.78125,2.5531914893617023,41.0
Hidden_Clique,75,0.0,7,47,56.0,56.0,56.0,0.640625,0.015625,0.65625,8.0,56.0,56.0,0.75,0.046875,0.796875,3.127659574468085,38.0
Hidden_Clique,75,0.0,8,47,56.0,56.0,56.0,0.625,0.03125,0.65625,8.0,56.0,56.0,0.75,0.046875,0.796875,2.7872340425531914,31.0
Hidden_Clique,75,0.0,9,47,56.0,56.0,56.0,0.625,0.03125,0.65625,8.0,56.0,56.0,0.859375,0.0625,0.921875,3.148936170212766,29.0
Hidden_Clique,75,0.0,10,47,56.0,56.0,56.0,0.96875,0.046875,1.015625,8.0,56.0,56.0,0.96875,0.046875,1.015625,2.234042553191489,40.0
Hidden_Clique,75,0.0,11,47,56.0,56.0,56.0,0.75,0.03125,0.78125,8.0,54.0,56.0,0.734375,0.03125,0.765625,2.765957446808511,47.0
