n,instance_id,base_bw,beam_width,aggregated_anchor_pct,optimal,fl_dp_obj,fl_final_obj,fl_time_dp,fl_time_ls,fl_time_total,fl_ls_iters,fl_unique_optima,success
400,7,93,98,0.25,380,364.0,380,97.78125,3.796875,101.578125,10.275510204081632,49,1
400,8,93,98,0.25,380,358.0,380,107.015625,4.015625,111.03125,9.479591836734691,49,1
400,9,93,98,0.25,380,368.0,380,100.0625,3.671875,103.734375,10.39795918367347,46,1
400,10,93,98,0.25,380,348.0,380,97.46875,4.015625,101.484375,12.479591836734691,45,1
400,11,93,98,0.25,380,366.0,380,98.78125,3.1875,101.96875,9.377551020408164,47,1
400,12,93,98,0.25,380,328.0,380,97.609375,3.28125,100.890625,8.877551020408163,59,1
400,13,93,98,0.25,380,380.0,380,97.390625,3.328125,100.71875,9.16326530612245,44,1
400,14,93,98,0.25,380,344.0,380,100.5,6.453125,106.953125,13.0,44,1
400,15,93,98,0.25,380,338.0,380,102.625,3.96875,106.59375,11.448979591836734,53,1
400,16,93,98,0.25,380,336.0,342,99.265625,3.03125,102.296875,7.989795918367347,61,0
400,17,93,98,0.25,380,362.0,380,97.65625,3.375,101.03125,10.0,48,1
400,18,93,98,0.25,380,356.0,380,97.078125,3.734375,100.8125,11.03061224489796,49,1
400,19,93,98,0.25,380,358.0,380,97.921875,3.78125,101.703125,11.112244897959185,48,1
400,20,93,98,0.25,380,336.0,380,97.59375,4.203125,101.796875,11.29591836734694,59,1
400,21,93,98,0.25,380,342.0,380,98.421875,2.640625,101.0625,7.591836734693878,64,1
400,22,93,98,0.25,380,368.0,380,97.421875,3.03125,100.453125,8.428571428571429,50,1
400,23,93,98,0.25,380,340.0,380,97.796875,4.46875,102.265625,13.040816326530612,51,1
400,24,93,98,0.25,380,334.0,380,97.921875,2.9375,100.859375,7.306122448979591,57,1
400,25,93,98,0.25,380,334.0,380,97.296875,2.5,99.796875,7.23469387755102,67,1
400,26,93,98,0.25,380,356.0,380,97.953125,4.78125,102.734375,12.76530612244898,49,1
400,27,93,98,0.25,380,338.0,380,100.21875,3.03125,103.25,7.346938775510204,74,1
400,28,93,98,0.25,380,360.0,380,100.609375,3.71875,104.328125,9.86734693877551,47,1
400,29,93,98,0.25,380,336.0,380,98.203125,3.015625,101.21875,7.724489795918367,69,1
500,0,105,110,0.25,462,396.0,404,180.71875,4.890625,185.609375,8.945454545454545,78,0
500,1,105,110,0.25,462,454.0,462,182.6875,5.359375,188.046875,9.190909090909091,55,1
500,2,105,110,0.25,462,436.0,462,187.28125,6.953125,194.234375,11.736363636363636,56,1
500,3,105,110,0.25,462,400.0,462,191.296875,5.328125,196.625,9.181818181818182,79,1
500,4,105,110,0.25,462,452.0,462,185.0,5.734375,190.734375,9.836363636363636,55,1
500,5,105,110,0.25,462,396.0,462,183.171875,5.21875,188.390625,9.854545454545455,84,1
500,6,105,110,0.25,462,396.0,462,181.953125,5.28125,187.234375,8.536363636363637,66,1
500,7,105,110,0.25,462,442.0,462,180.171875,4.984375,185.15625,9.772727272727272,56,1
500,8,105,110,0.25,462,402.0,462,181.265625,5.890625,187.15625,10.61818181818182,59,1
500,9,105,110,0.25,462,396.0,462,180.484375,4.8125,185.296875,9.845454545454546,76,1
500,10,105,110,0.25,462,394.0,462,180.875,4.375,185.25,8.290909090909091,84,1
500,11,105,110,0.25,462,448.0,462,180.6875,6.5625,187.25,10.354545454545455,54,1
500,12,105,110,0.25,462,462.0,462,179.671875,5.4375,185.109375,9.136363636363637,53,1
500,13,105,110,0.25,462,412.0,462,181.0,6.78125,187.78125,11.663636363636364,65,1
500,14,105,110,0.25,462,400.0,462,180.5625,4.96875,185.53125,8.227272727272727,74,1
500,15,105,110,0.25,462,462.0,462,180.90625,4.625,185.53125,9.081818181818182,52,1
500,16,105,110,0.25,462,450.0,462,180.75,4.84375,185.59375,9.527272727272727,55,1
500,17,105,110,0.25,462,404.0,462,180.390625,4.703125,185.09375,8.0,64,1
500,18,105,110,0.25,462,402.0,462,181.875,5.0,186.875,9.363636363636363,65,1
500,19,105,110,0.25,462,448.0,462,181.671875,5.90625,187.578125,10.272727272727272,53,1
500,20,105,110,0.25,462,446.0,462,181.265625,6.03125,187.296875,10.772727272727272,52,1
500,21,105,110,0.25,462,402.0,462,180.390625,4.9375,185.328125,9.072727272727272,71,1
500,22,105,110,0.25,462,402.0,408,180.515625,5.03125,185.546875,8.072727272727272,82,0
500,23,105,110,0.25,462,432.0,462,184.03125,6.078125,190.109375,12.972727272727273,53,1
500,24,105,110,0.25,462,400.0,462,181.28125,5.046875,186.328125,9.063636363636364,78,1
500,25,105,110,0.25,462,462.0,462,183.234375,4.875,188.109375,9.318181818181818,54,1
500,26,105,110,0.25,462,402.0,406,181.359375,4.921875,186.28125,8.209090909090909,76,0
500,27,105,110,0.25,462,422.0,462,182.453125,7.375,189.828125,14.172727272727272,53,1
500,28,105,110,0.25,462,404.0,462,180.90625,9.3125,190.21875,18.063636363636363,51,1
500,29,105,110,0.25,462,454.0,462,181.234375,4.796875,186.03125,9.3,55,1
600,0,126,132,0.25,552,526.0,552,338.140625,10.59375,348.734375,12.803030303030305,62,1
600,1,126,132,0.25,552,520.0,552,337.890625,10.875,348.765625,13.659090909090908,66,1
600,2,126,132,0.25,552,516.0,552,338.046875,11.65625,349.703125,13.772727272727272,63,1
600,3,126,132,0.25,552,472.0,552,344.3125,8.453125,352.765625,9.833333333333334,74,1
600,4,126,132,0.25,552,512.0,552,340.578125,13.984375,354.5625,15.696969696969695,66,1
600,5,126,132,0.25,552,530.0,552,333.921875,9.8125,343.734375,11.62878787878788,65,1
600,6,126,132,0.25,552,552.0,552,339.375,8.21875,347.59375,9.454545454545457,67,1
600,7,126,132,0.25,552,470.0,552,335.828125,7.5,343.328125,8.833333333333334,97,1
600,8,126,132,0.25,552,502.0,552,338.59375,11.234375,349.828125,13.87121212121212,67,1
600,9,126,132,0.25,552,474.0,552,337.390625,6.84375,344.234375,8.181818181818182,112,1
600,10,126,132,0.25,552,536.0,552,336.609375,9.484375,346.09375,11.166666666666666,66,1
600,11,126,132,0.25,552,480.0,552,336.765625,7.921875,344.6875,9.719696969696969,85,1
600,12,126,132,0.25,552,488.0,552,337.234375,14.03125,351.265625,16.856060606060606,67,1
600,13,126,132,0.25,552,474.0,476,338.09375,7.765625,345.859375,9.143939393939394,88,0
600,14,126,132,0.25,552,502.0,552,335.96875,11.921875,347.890625,14.477272727272728,65,1
600,15,126,132,0.25,552,472.0,552,336.234375,8.09375,344.328125,10.25,87,1
600,16,126,132,0.25,552,468.0,552,338.375,8.484375,346.859375,9.977272727272728,83,1
600,17,126,132,0.25,552,552.0,552,337.71875,8.640625,346.359375,11.325757575757576,59,1
600,18,126,132,0.25,552,476.0,552,342.234375,7.9375,350.171875,9.242424242424242,69,1
600,19,126,132,0.25,552,516.0,552,337.265625,10.203125,347.46875,13.643939393939394,65,1
600,20,126,132,0.25,552,544.0,552,337.109375,7.703125,344.8125,10.136363636363637,67,1
600,21,126,132,0.25,552,542.0,552,334.25,9.84375,344.09375,10.984848484848484,62,1
600,22,126,132,0.25,552,512.0,552,336.390625,10.296875,346.6875,13.719696969696969,64,1
600,23,126,132,0.25,552,552.0,552,337.0,8.09375,345.09375,9.962121212121213,67,1
600,24,126,132,0.25,552,540.0,552,339.703125,11.015625,350.71875,11.93939393939394,62,1
600,25,126,132,0.25,552,468.0,552,336.046875,7.625,343.671875,9.916666666666666,79,1
600,26,126,132,0.25,552,486.0,552,336.484375,7.765625,344.25,9.280303030303031,94,1
600,27,126,132,0.25,552,466.0,552,337.328125,8.671875,346.0,10.666666666666666,85,1
600,28,126,132,0.25,552,536.0,552,335.546875,10.453125,346.0,10.946969696969695,67,1
600,29,126,132,0.25,552,552.0,552,337.15625,8.171875,345.328125,10.242424242424242,66,1
700,0,147,154,0.15,650,630.0,650,421.171875,13.296875,434.46875,12.941558441558442,77,1
700,1,147,154,0.15,650,650.0,650,413.9375,11.71875,425.65625,12.064935064935066,73,1
700,2,147,154,0.15,650,620.0,650,410.328125,15.328125,425.65625,16.383116883116884,71,1
700,3,147,154,0.15,650,544.0,650,413.078125,10.9375,424.015625,11.545454545454543,98,1
700,4,147,154,0.15,650,572.0,650,409.328125,22.734375,432.0625,21.850649350649352,72,1
700,5,147,154,0.15,650,638.0,650,410.578125,11.875,422.453125,12.668831168831169,73,1
700,6,147,154,0.15,650,566.0,650,409.984375,21.109375,431.09375,22.20779220779221,77,1
700,7,147,154,0.15,650,554.0,650,413.75,10.875,424.625,10.727272727272728,98,1
700,8,147,154,0.15,650,548.0,650,409.453125,10.859375,420.3125,11.837662337662335,85,1
700,9,147,154,0.15,650,546.0,650,408.9375,11.21875,420.15625,11.694805194805197,108,1
700,10,147,154,0.15,650,596.0,650,409.21875,12.578125,421.796875,14.62987012987013,77,1
700,11,147,154,0.15,650,544.0,650,414.90625,10.21875,425.125,10.811688311688313,114,1
700,12,147,154,0.15,650,650.0,650,411.21875,9.984375,421.203125,10.084415584415584,77,1
700,13,147,154,0.15,650,618.0,650,408.578125,13.265625,421.84375,12.818181818181818,78,1
700,14,147,154,0.15,650,540.0,650,409.84375,11.4375,421.28125,11.837662337662335,111,1
700,15,147,154,0.15,650,650.0,650,406.828125,10.046875,416.875,10.01948051948052,78,1
700,16,147,154,0.15,650,650.0,650,419.015625,12.40625,431.421875,13.253246753246753,70,1
700,17,147,154,0.15,650,546.0,650,412.4375,10.53125,422.96875,10.584415584415584,121,1
700,18,147,154,0.15,650,650.0,650,408.0625,12.078125,420.140625,12.818181818181818,74,1
700,19,147,154,0.15,650,638.0,650,410.140625,13.3125,423.453125,12.214285714285714,75,1
700,20,147,154,0.15,650,616.0,650,414.71875,14.6875,429.40625,13.57792207792208,78,1
700,21,147,154,0.15,650,614.0,650,410.203125,15.796875,426.0,14.376623376623376,75,1
700,22,147,154,0.15,650,576.0,650,409.90625,23.71875,433.625,20.2012987012987,76,1
700,23,147,154,0.15,650,544.0,650,409.796875,10.921875,420.71875,12.071428571428571,110,1
700,24,147,154,0.15,650,560.0,650,410.328125,24.640625,434.96875,24.89610389610389,77,1
700,25,147,154,0.15,650,546.0,650,410.859375,10.046875,420.90625,10.785714285714286,117,1
700,26,147,154,0.15,650,546.0,650,410.328125,9.375,419.703125,9.603896103896105,115,1
700,27,147,154,0.15,650,548.0,650,410.21875,11.375,421.59375,11.266233766233766,101,1
700,28,147,154,0.15,650,552.0,650,411.65625,10.8125,422.46875,10.61038961038961,96,1
700,29,147,154,0.15,650,558.0,650,420.859375,24.484375,445.34375,24.025974025974023,76,1
800,0,168,176,0.15,756,644.0,756,660.359375,30.25,690.609375,26.522727272727277,84,1
800,1,168,176,0.15,756,720.0,756,656.421875,20.953125,677.375,15.579545454545457,85,1
800,2,168,176,0.15,756,664.0,756,655.765625,25.75,681.515625,21.01136363636364,88,1
800,3,168,176,0.15,756,632.0,756,660.671875,15.96875,676.640625,11.784090909090908,109,1
800,4,168,176,0.15,756,716.0,756,658.671875,22.953125,681.625,14.545454545454543,89,1
800,5,168,176,0.15,756,706.0,756,658.15625,21.59375,679.75,17.25,85,1
800,6,168,176,0.15,756,690.0,756,659.46875,21.03125,680.5,19.46590909090909,87,1
800,7,168,176,0.15,756,718.0,756,657.3125,19.265625,676.578125,13.960227272727272,87,1
800,8,168,176,0.15,756,628.0,636,658.203125,14.140625,672.34375,10.630681818181818,141,0
800,9,168,176,0.15,756,672.0,756,657.953125,28.21875,686.171875,22.380681818181817,89,1
800,10,168,176,0.15,756,626.0,756,660.96875,16.15625,677.125,11.789772727272728,120,1
800,11,168,176,0.15,756,682.0,756,658.875,25.328125,684.203125,21.005681818181817,86,1
800,12,168,176,0.15,756,628.0,756,657.234375,19.03125,676.265625,13.823863636363637,112,1
800,13,168,176,0.15,756,638.0,756,657.125,13.90625,671.03125,10.789772727272728,118,1
800,14,168,176,0.15,756,646.0,756,659.515625,15.078125,674.59375,11.397727272727272,100,1
800,15,168,176,0.15,756,756.0,756,654.609375,16.8125,671.421875,13.221590909090908,84,1
800,16,168,176,0.15,756,756.0,756,656.03125,15.5,671.53125,12.119318181818182,88,1
800,17,168,176,0.15,756,726.0,756,657.375,18.28125,675.65625,14.988636363636363,89,1
800,18,168,176,0.15,756,622.0,756,657.0625,16.703125,673.765625,12.443181818181818,123,1
800,19,168,176,0.15,756,744.0,756,652.078125,18.890625,670.96875,13.715909090909092,84,1
800,20,168,176,0.15,756,630.0,756,675.078125,15.828125,690.90625,12.056818181818182,99,1
800,21,168,176,0.15,756,618.0,756,658.40625,15.921875,674.328125,11.482954545454543,129,1
800,22,168,176,0.15,756,738.0,756,655.078125,19.125,674.203125,14.340909090909092,87,1
800,23,168,176,0.15,756,708.0,756,656.734375,23.296875,680.03125,16.47159090909091,86,1
800,24,168,176,0.15,756,756.0,756,657.296875,15.75,673.046875,11.897727272727272,84,1
800,25,168,176,0.15,756,690.0,756,658.6875,24.4375,683.125,17.97159090909091,89,1
800,26,168,176,0.15,756,628.0,756,682.5,25.578125,708.078125,21.84090909090909,102,1
800,27,168,176,0.15,756,756.0,756,658.765625,15.9375,674.703125,12.744318181818182,82,1
800,28,168,176,0.15,756,624.0,646,657.84375,16.15625,674.0,11.522727272727272,115,0
800,29,168,176,0.15,756,674.0,756,656.125,26.1875,682.3125,21.397727272727277,84,1
900,0,189,198,0.15,870,850.0,870,1009.15625,24.65625,1033.8125,14.863636363636363,95,1
900,1,189,198,0.15,870,730.0,870,1023.15625,25.53125,1048.6875,14.530303030303031,121,1
900,2,189,198,0.15,870,870.0,870,1003.8125,25.5625,1029.375,14.41919191919192,94,1
900,3,189,198,0.15,870,720.0,870,1012.578125,24.015625,1036.59375,13.54040404040404,145,1
900,4,189,198,0.15,870,766.0,870,1009.28125,39.390625,1048.671875,21.373737373737374,97,1
900,5,189,198,0.15,870,870.0,870,1014.109375,24.03125,1038.140625,14.16161616161616,98,1
900,6,189,198,0.15,870,724.0,870,1011.03125,26.234375,1037.265625,14.77777777777778,113,1
900,7,189,198,0.15,870,814.0,870,1390.328125,68.890625,1459.21875,18.747474747474747,92,1
900,8,189,198,0.15,870,788.0,870,1793.921875,59.390625,1853.3125,20.33333333333333,96,1
900,9,189,198,0.15,870,856.0,870,1839.828125,66.1875,1906.015625,14.252525252525253,96,1
900,10,189,198,0.15,870,716.0,870,1303.078125,24.375,1327.453125,14.232323232323232,144,1
900,11,189,198,0.15,870,708.0,870,1006.375,26.75,1033.125,15.12121212121212,120,1
900,12,189,198,0.15,870,714.0,870,1002.234375,22.78125,1025.015625,12.44949494949495,121,1
900,13,189,198,0.15,870,870.0,870,995.59375,22.75,1018.34375,13.88888888888889,98,1
900,14,189,198,0.15,870,848.0,870,994.1875,26.46875,1020.65625,15.45959595959596,97,1
900,15,189,198,0.15,870,788.0,870,994.828125,30.140625,1024.96875,20.348484848484848,96,1
900,16,189,198,0.15,870,804.0,870,993.09375,32.21875,1025.3125,19.67676767676768,95,1
900,17,189,198,0.15,870,718.0,870,1037.703125,22.984375,1060.6875,12.909090909090908,131,1
900,18,189,198,0.15,870,714.0,870,999.578125,24.328125,1023.90625,13.5,134,1
900,19,189,198,0.15,870,714.0,870,999.4375,25.84375,1025.28125,14.515151515151516,128,1
900,20,189,198,0.15,870,792.0,870,998.296875,34.109375,1032.40625,20.767676767676768,98,1
900,21,189,198,0.15,870,870.0,870,992.71875,23.171875,1015.890625,13.924242424242424,97,1
900,22,189,198,0.15,870,836.0,870,999.671875,29.140625,1028.8125,16.12121212121212,96,1
900,23,189,198,0.15,870,726.0,870,1000.390625,23.578125,1023.96875,13.3989898989899,115,1
900,24,189,198,0.15,870,852.0,870,996.125,25.3125,1021.4375,15.242424242424242,96,1
900,25,189,198,0.15,870,870.0,870,994.171875,23.390625,1017.5625,13.545454545454543,97,1
900,26,189,198,0.15,870,824.0,870,1003.359375,27.53125,1030.890625,15.484848484848484,95,1
900,27,189,198,0.15,870,870.0,870,996.359375,23.5,1019.859375,13.27777777777778,99,1
900,28,189,198,0.15,870,856.0,870,1000.75,22.96875,1023.71875,13.681818181818182,97,1
900,29,189,198,0.15,870,726.0,870,1006.078125,22.765625,1028.84375,12.8989898989899,119,1
1000,0,210,220,0.15,930,918.0,930,1414.296875,36.1875,1450.484375,15.836363636363636,97,1
1000,1,210,220,0.15,930,776.0,930,1557.03125,33.515625,1590.546875,12.886363636363637,142,1
1000,2,210,220,0.15,930,930.0,930,1505.703125,30.5625,1536.265625,14.181818181818182,107,1
1000,3,210,220,0.15,930,930.0,930,1393.40625,32.703125,1426.109375,14.472727272727273,105,1
1000,4,210,220,0.15,930,770.0,930,1398.0625,29.171875,1427.234375,12.818181818181818,149,1
1000,5,210,220,0.15,930,930.0,930,1397.515625,30.546875,1428.0625,13.813636363636364,108,1
1000,6,210,220,0.15,930,762.0,930,1391.8125,32.828125,1424.640625,13.854545454545455,142,1
1000,7,210,220,0.15,930,908.0,930,1392.390625,34.015625,1426.40625,14.854545454545455,110,1
1000,8,210,220,0.15,930,772.0,930,1384.6875,30.640625,1415.328125,13.954545454545457,133,1
1000,9,210,220,0.15,930,776.0,930,1387.875,30.5,1418.375,13.713636363636365,142,1
1000,10,210,220,0.15,930,930.0,930,1386.203125,28.71875,1414.921875,12.75,111,1
1000,11,210,220,0.15,930,764.0,930,1384.859375,31.59375,1416.453125,14.53181818181818,143,1
1000,12,210,220,0.15,930,774.0,930,1416.828125,39.859375,1456.6875,13.581818181818182,134,1
1000,13,210,220,0.15,930,882.0,930,1668.71875,60.9375,1729.65625,18.12272727272727,106,1
1000,14,210,220,0.15,930,768.0,778,1494.140625,33.78125,1527.921875,14.00909090909091,128,0
1000,15,210,220,0.15,930,770.0,930,1447.03125,30.15625,1477.1875,13.222727272727273,139,1
1000,16,210,220,0.15,930,808.0,930,1453.9375,46.546875,1500.484375,25.913636363636364,110,1
1000,17,210,220,0.15,930,806.0,930,1454.375,45.28125,1499.65625,24.6,106,1
1000,18,210,220,0.15,930,880.0,930,1456.6875,45.125,1501.8125,17.990909090909092,107,1
1000,19,210,220,0.15,930,764.0,930,1453.15625,28.984375,1482.140625,13.904545454545454,131,1
1000,20,210,220,0.15,930,760.0,930,1454.9375,29.8125,1484.75,13.431818181818182,132,1
1000,21,210,220,0.15,930,762.0,930,1464.453125,31.796875,1496.25,14.11818181818182,138,1
1000,22,210,220,0.15,930,884.0,930,1451.59375,43.3125,1494.90625,17.554545454545455,109,1
1000,23,210,220,0.15,930,858.0,930,1455.703125,43.09375,1498.796875,19.772727272727277,108,1
1000,24,210,220,0.15,930,898.0,930,1459.65625,34.765625,1494.421875,15.86818181818182,107,1
1000,25,210,220,0.15,930,762.0,930,1458.34375,29.953125,1488.296875,13.28181818181818,139,1
1000,26,210,220,0.15,930,772.0,930,1458.734375,29.96875,1488.703125,13.086363636363636,154,1
1000,27,210,220,0.15,930,930.0,930,1451.5625,28.75,1480.3125,13.495454545454546,108,1
1000,28,210,220,0.15,930,930.0,930,1461.84375,30.875,1492.71875,13.545454545454543,110,1
1000,29,210,220,0.15,930,902.0,930,1454.0625,35.15625,1489.21875,15.936363636363636,107,1
1100,0,231,243,0.15,1056,1024.0,1056,2068.125,54.84375,2122.96875,18.736625514403293,121,1
1100,1,231,243,0.15,1056,866.0,1056,2081.796875,42.09375,2123.890625,13.683127572016462,169,1
1100,2,231,243,0.15,1056,976.0,1056,2073.59375,65.453125,2139.046875,22.090534979423868,122,1
1100,3,231,243,0.15,1056,1034.0,1056,2078.890625,57.59375,2136.484375,18.93004115226337,116,1
1100,4,231,243,0.15,1056,862.0,1056,2075.46875,44.703125,2120.171875,15.283950617283953,153,1
1100,5,231,243,0.15,1056,1026.0,1056,2069.734375,57.796875,2127.53125,19.19753086419753,118,1
1100,6,231,243,0.15,1056,1056.0,1056,2078.15625,48.65625,2126.8125,16.51851851851852,112,1
1100,7,231,243,0.15,1056,1032.0,1056,2082.78125,56.046875,2138.828125,17.995884773662553,114,1
1100,8,231,243,0.15,1056,1038.0,1056,2070.9375,54.1875,2125.125,16.152263374485596,119,1
1100,9,231,243,0.15,1056,998.0,1056,2080.1875,58.046875,2138.234375,20.42798353909465,119,1
1100,10,231,243,0.15,1056,1008.0,1056,2072.5,51.859375,2124.359375,19.54320987654321,118,1
1100,11,231,243,0.15,1056,1038.0,1056,2072.21875,48.09375,2120.3125,16.300411522633745,120,1
1100,12,231,243,0.15,1056,862.0,1056,2075.8125,45.203125,2121.015625,14.670781893004117,157,1
1100,13,231,243,0.15,1056,1056.0,1056,2073.234375,48.765625,2122.0,17.098765432098766,111,1
1100,14,231,243,0.15,1056,862.0,1056,2076.078125,48.796875,2124.875,16.91358024691358,157,1
1100,15,231,243,0.15,1056,1056.0,1056,2382.046875,47.734375,2429.78125,14.897119341563783,121,1
1100,16,231,243,0.15,1056,874.0,1056,2208.15625,95.421875,2303.578125,31.97942386831276,124,1
1100,17,231,243,0.15,1056,896.0,1056,2079.53125,72.875,2152.40625,30.613168724279834,120,1
1100,18,231,243,0.15,1056,1056.0,1056,2057.984375,45.609375,2103.59375,15.60082304526749,120,1
1100,19,231,243,0.15,1056,1016.0,1056,2071.578125,47.1875,2118.765625,16.62962962962963,121,1
1100,20,231,243,0.15,1056,862.0,1056,2071.796875,42.515625,2114.3125,14.292181069958849,156,1
1100,21,231,243,0.15,1056,1010.0,1056,2066.671875,52.5625,2119.234375,17.621399176954732,121,1
1100,22,231,243,0.15,1056,1034.0,1056,2065.328125,48.484375,2113.8125,15.617283950617283,122,1
1100,23,231,243,0.15,1056,1004.0,1056,2070.25,58.640625,2128.890625,20.868312757201647,115,1
1100,24,231,243,0.15,1056,1056.0,1056,2062.203125,45.515625,2107.71875,15.300411522633745,119,1
1100,25,231,243,0.15,1056,858.0,1056,2067.578125,48.921875,2116.5,16.637860082304528,140,1
1100,26,231,243,0.15,1056,982.0,1056,2068.890625,57.703125,2126.59375,19.234567901234566,121,1
1100,27,231,243,0.15,1056,856.0,1056,2076.3125,48.609375,2124.921875,17.271604938271604,159,1
1100,28,231,243,0.15,1056,974.0,1056,2082.484375,57.515625,2140.0,20.37037037037037,121,1
1100,29,231,243,0.15,1056,1032.0,1056,2076.640625,54.203125,2130.84375,18.020576131687243,118,1
1200,0,252,265,0.15,1122,922.0,1122,2808.828125,58.46875,2867.296875,15.467924528301888,152,1
1200,1,252,265,0.15,1122,1122.0,1122,2832.375,64.703125,2897.078125,18.07547169811321,122,1
1200,2,252,265,0.15,1122,1016.0,1122,3103.578125,89.5625,3193.140625,24.0188679245283,132,1
1200,3,252,265,0.15,1122,996.0,1122,2990.8125,74.4375,3065.25,23.41509433962264,130,1
1200,4,252,265,0.15,1122,932.0,1122,2811.046875,109.0,2920.046875,35.01509433962264,131,1
1200,5,252,265,0.15,1122,920.0,1122,2817.78125,61.859375,2879.640625,16.056603773584907,138,1
1200,6,252,265,0.15,1122,986.0,1122,2809.15625,74.890625,2884.046875,24.95471698113208,134,1
1200,7,252,265,0.15,1122,1094.0,1122,2801.640625,60.96875,2862.609375,16.720754716981133,134,1
1200,8,252,265,0.15,1122,1026.0,1122,2803.484375,81.96875,2885.453125,25.29056603773585,132,1
1200,9,252,265,0.15,1122,1104.0,1122,2795.5,56.453125,2851.953125,16.067924528301887,130,1
1200,10,252,265,0.15,1122,920.0,1122,2812.453125,56.015625,2868.46875,16.445283018867926,138,1
1200,11,252,265,0.15,1122,912.0,1122,2819.9375,55.5,2875.4375,15.39245283018868,184,1
1200,12,252,265,0.15,1122,1122.0,1122,2804.25,61.203125,2865.453125,17.18867924528302,124,1
1200,13,252,265,0.15,1122,1122.0,1122,2812.203125,56.203125,2868.40625,15.249056603773584,130,1
1200,14,252,265,0.15,1122,1060.0,1122,2825.8125,72.8125,2898.625,20.249056603773585,127,1
1200,15,252,265,0.15,1122,920.0,1122,3009.5625,60.421875,3069.984375,15.99622641509434,144,1
1200,16,252,265,0.15,1122,918.0,1122,2785.421875,58.609375,2844.03125,15.716981132075473,152,1
1200,17,252,265,0.15,1122,1122.0,1122,2781.84375,58.484375,2840.328125,16.449056603773585,131,1
1200,18,252,265,0.15,1122,918.0,1122,2798.921875,51.6875,2850.609375,14.316981132075473,171,1
1200,19,252,265,0.15,1122,978.0,1122,2924.71875,92.046875,3016.765625,27.75094339622641,132,1
1200,20,252,265,0.15,1122,1102.0,1122,2950.5625,62.453125,3013.015625,15.679245283018869,131,1
1200,21,252,265,0.15,1122,1122.0,1122,2798.578125,55.640625,2854.21875,15.732075471698112,133,1
1200,22,252,265,0.15,1122,1000.0,1122,2803.625,80.03125,2883.65625,24.033962264150944,132,1
1200,23,252,265,0.15,1122,1122.0,1122,2877.40625,62.25,2939.65625,14.362264150943396,133,1
1200,24,252,265,0.15,1122,1056.0,1122,2895.40625,62.578125,2957.984375,19.50566037735849,129,1
1200,25,252,265,0.15,1122,912.0,1122,2756.515625,57.640625,2814.15625,16.10188679245283,159,1
1200,26,252,265,0.15,1122,1098.0,1122,2728.40625,65.65625,2794.0625,17.30188679245283,131,1
1200,27,252,265,0.15,1122,1088.0,1122,2740.046875,59.078125,2799.125,17.57358490566038,133,1
1200,28,252,265,0.15,1122,1094.0,1122,2739.921875,59.78125,2799.703125,18.022641509433964,128,1
1200,29,252,265,0.15,1122,908.0,1122,2758.140625,85.421875,2843.5625,22.256603773584903,174,1
